pipeline,dataset,current-entity-minimum,current-entity-maximum,current-organisation,previous-entity-minimum,previous-entity-maximum,previous-organisation
conservation-area,conservation-area,44009648,44009649,local-authority:CMD,44009647,44009648,local-authority:CMD
conservation-area,conservation-area,44009649,44009650,local-authority:CMD,44009648,44009649,local-authority:CMD
conservation-area,conservation-area,44009650,44009651,local-authority:CMD,44009649,44009650,local-authority:CMD
conservation-area,conservation-area,44009651,44009652,local-authority:CMD,44009650,44009651,local-authority:CMD
conservation-area,conservation-area,44009652,44009653,local-authority:CMD,44009651,44009652,local-authority:CMD
conservation-area,conservation-area,44009653,44009654,local-authority:CMD,44009652,44009653,local-authority:CMD
conservation-area,conservation-area,44009654,44009655,local-authority:CMD,44009653,44009654,local-authority:CMD
conservation-area,conservation-area,44009655,44009656,local-authority:CMD,44009654,44009655,local-authority:CMD
conservation-area,conservation-area,44009656,44009657,local-authority:CMD,44009655,44009656,local-authority:CMD
conservation-area,conservation-area,44009657,44009658,local-authority:CMD,44009656,44009657,local-authority:CMD
conservation-area,conservation-area,44009658,44009659,local-authority:CMD,44009657,44009658,local-authority:CMD
conservation-area,conservation-area,44009659,44009660,local-authority:CMD,44009658,44009659,local-authority:CMD
conservation-area,conservation-area,44009660,44009661,local-authority:CMD,44009659,44009660,local-authority:CMD
conservation-area,conservation-area,44009661,44009662,local-authority:CMD,44009660,44009661,local-authority:CMD
conservation-area,conservation-area,44009662,44009662,local-authority:CMD,44009661,44009662,local-authority:CMD
conservation-area,conservation-area,44009828,44009856,local-authority:BIR,44009828,44009856,government-organisation:PB1164
conservation-area,conservation-area,44009870,44009870,government-organisation:PB1164,44009857,44009877,local-authority:GAT
conservation-area,conservation-area,44009885,44009885,local-authority:CMD,44009885,44009885,government-organisation:PB1164
conservation-area,conservation-area,44009885,44009885,local-authority:CMD,44009885,44009885,local-authority:CMD
conservation-area,conservation-area,44009905,44009905,government-organisation:D1342,44009886,44009931,local-authority:DNC
conservation-area,conservation-area,44009959,44009973,government-organisation:D1342,44009958,44009982,local-authority:OLD
conservation-area,conservation-area,44012330,44012331,local-authority:HMF,44012330,44012330,local-authority:HMF
conservation-area,conservation-area,44012331,44012332,local-authority:HMF,44012330,44012331,local-authority:HMF
conservation-area,conservation-area,44012332,44012333,local-authority:HMF,44012331,44012332,local-authority:HMF
conservation-area,conservation-area,44012333,44012334,local-authority:HMF,44012332,44012333,local-authority:HMF
conservation-area,conservation-area,44012334,44012335,local-authority:HMF,44012333,44012334,local-authority:HMF
conservation-area,conservation-area,44012338,44012339,local-authority:HMF,44012337,44012338,local-authority:HMF
conservation-area,conservation-area,44012339,44012340,local-authority:HMF,44012338,44012339,local-authority:HMF
conservation-area,conservation-area,44012340,44012341,local-authority:HMF,44012339,44012340,local-authority:HMF
conservation-area,conservation-area,44012341,44012342,local-authority:HMF,44012340,44012341,local-authority:HMF
conservation-area,conservation-area,44012342,44012342,local-authority:HMF,44012341,44012342,local-authority:HMF
conservation-area,conservation-area,44012344,44012344,local-authority:HMF,44012344,44012344,local-authority:HMF
conservation-area,conservation-area,44012346,44012370,local-authority:LCE,44012346,44012366,government-organisation:PB1164
conservation-area,conservation-area,44012368,44012723,government-organisation:PB1164,44012346,44012370,local-authority:LCE
conservation-area,conservation-area,44012482,44012482,local-authority:SCA,44012368,44012723,government-organisation:PB1164
conservation-area,conservation-area,44013237,44013286,government-organisation:D1342,44013070,44013237,government-organisation:D1342
